XOXOX                    ;0
XOXO X                   ;0
XOXO  X                  ;0
XOXO   X                 ;0
XOXO    X                ;0
XOXO     X               ;0
XOXO      X              ;0
XOXO       X             ;0
XOXO        X            ;0
XOXO         X           ;0
XOXO          X          ;0
XOXO           X         ;0
XOXO            X        ;0
XOXO             X       ;0
XOXO              X      ;0
XOXO               X     ;0
XOXO                X    ;0
XOXO                 X   ;0
XOXO                  X  ;0
XOXO                   X ;0
XOXO                    X;0
XOXXO                    ;0
XOX OX                   ;0
XOX O X                  ;0
XOX O  X                 ;0
XOX O   X                ;0
XOX O    X               ;0
XOX O     X              ;0
XOX O      X             ;0
XOX O       X            ;0
XOX O        X           ;0
XOX O         X          ;0
XOX O          X         ;0
XOX O           X        ;0
XOX O            X       ;0
XOX O             X      ;0
XOX O              X     ;0
XOX O               X    ;0
XOX O                X   ;0
XOX O                 X  ;0
XOX O                  X ;0
XOX O                   X;0
XOXX O                   ;0
XOX XO                   ;0
XOX  OX                  ;0
XOX  O X                 ;0
XOX  O  X                ;0
XOX  O   X               ;0
XOX  O    X              ;0
XOX  O     X             ;0
XOX  O      X            ;0
XOX  O       X           ;0
XOX  O        X          ;0
XOX  O         X         ;0
XOX  O          X        ;0
XOX  O           X       ;0
XOX  O            X      ;0
XOX  O             X     ;0
XOX  O              X    ;0
XOX  O               X   ;0
XOX  O                X  ;0
XOX  O                 X ;0
XOX  O                  X;0
XOXX  O                  ;0
XOX X O                  ;0
XOX  XO                  ;0
XOX   OX                 ;0
XOX   O X                ;0
XOX   O  X               ;0
XOX   O   X              ;0
XOX   O    X             ;0
XOX   O     X            ;0
XOX   O      X           ;0
XOX   O       X          ;0
XOX   O        X         ;0
XOX   O         X        ;0
XOX   O          X       ;0
XOX   O           X      ;0
XOX   O            X     ;0
XOX   O             X    ;0
XOX   O              X   ;0
XOX   O               X  ;0
XOX   O                X ;0
XOX   O                 X;0
XOXX   O                 ;0
XOX X  O                 ;0
XOX  X O                 ;0
XOX   XO                 ;0
XOX    OX                ;0
XOX    O X               ;0
XOX    O  X              ;0
XOX    O   X             ;0
XOX    O    X            ;0
XOX    O     X           ;0
XOX    O      X          ;0
XOX    O       X         ;0
XOX    O        X        ;0
XOX    O         X       ;0
XOX    O          X      ;0
XOX    O           X     ;0
XOX    O            X    ;0
XOX    O             X   ;0
XOX    O              X  ;0
XOX    O               X ;0
XOX    O                X;0
XOXX    O                ;0
XOX X   O                ;0
XOX  X  O                ;0
XOX   X O                ;0
XOX    XO                ;0
XOX     OX               ;0
XOX     O X              ;0
XOX     O  X             ;0
XOX     O   X            ;0
XOX     O    X           ;0
XOX     O     X          ;0
XOX     O      X         ;0
XOX     O       X        ;0
XOX     O        X       ;0
XOX     O         X      ;0
XOX     O          X     ;0
XOX     O           X    ;0
XOX     O            X   ;0
XOX     O             X  ;0
XOX     O              X ;0
XOX     O               X;0
XOXX     O               ;0
XOX X    O               ;0
XOX  X   O               ;0
XOX   X  O               ;0
XOX    X O               ;0
XOX     XO               ;0
XOX      OX              ;0
XOX      O X             ;0
XOX      O  X            ;0
XOX      O   X           ;0
XOX      O    X          ;0
XOX      O     X         ;0
XOX      O      X        ;0
XOX      O       X       ;0
XOX      O        X      ;0
XOX      O         X     ;0
XOX      O          X    ;0
XOX      O           X   ;0
XOX      O            X  ;0
XOX      O             X ;0
XOX      O              X;0
XOXX      O              ;0
XOX X     O              ;0
XOX  X    O              ;0
XOX   X   O              ;0
XOX    X  O              ;0
XOX     X O              ;0
XOX      XO              ;0
XOX       OX             ;0
XOX       O X            ;0
XOX       O  X           ;0
XOX       O   X          ;0
XOX       O    X         ;0
XOX       O     X        ;0
XOX       O      X       ;0
XOX       O       X      ;0
XOX       O        X     ;0
XOX       O         X    ;0
XOX       O          X   ;0
XOX       O           X  ;0
XOX       O            X ;0
XOX       O             X;0
XOXX       O             ;0
XOX X      O             ;0
XOX  X     O             ;0
XOX   X    O             ;0
XOX    X   O             ;0
XOX     X  O             ;0
XOX      X O             ;0
XOX       XO             ;0
XOX        OX            ;0
XOX        O X           ;0
XOX        O  X          ;0
XOX        O   X         ;0
XOX        O    X        ;0
XOX        O     X       ;0
XOX        O      X      ;0
XOX        O       X     ;0
XOX        O        X    ;0
XOX        O         X   ;0
XOX        O          X  ;0
XOX        O           X ;0
XOX        O            X;0
XOXX        O            ;0
XOX X       O            ;0
XOX  X      O            ;0
XOX   X     O            ;0
XOX    X    O            ;0
XOX     X   O            ;0
XOX      X  O            ;0
XOX       X O            ;0
XOX        XO            ;0
XOX         OX           ;0
XOX         O X          ;0
XOX         O  X         ;0
XOX         O   X        ;0
XOX         O    X       ;0
XOX         O     X      ;0
XOX         O      X     ;0
XOX         O       X    ;0
XOX         O        X   ;0
XOX         O         X  ;0
XOX         O          X ;0
XOX         O           X;0
XOXX         O           ;0
XOX X        O           ;0
XOX  X       O           ;0
XOX   X      O           ;0
XOX    X     O           ;0
XOX     X    O           ;0
XOX      X   O           ;0
XOX       X  O           ;0
XOX        X O           ;0
XOX         XO           ;0
XOX          OX          ;0
XOX          O X         ;0
XOX          O  X        ;0
XOX          O   X       ;0
XOX          O    X      ;0
XOX          O     X     ;0
XOX          O      X    ;0
XOX          O       X   ;0
XOX          O        X  ;0
XOX          O         X ;0
XOX          O          X;0
XOXX          O          ;0
XOX X         O          ;0
XOX  X        O          ;0
XOX   X       O          ;0
XOX    X      O          ;0
XOX     X     O          ;0
XOX      X    O          ;0
XOX       X   O          ;0
XOX        X  O          ;0
XOX         X O          ;0
XOX          XO          ;0
XOX           OX         ;0
XOX           O X        ;0
XOX           O  X       ;0
XOX           O   X      ;0
XOX           O    X     ;0
XOX           O     X    ;0
XOX           O      X   ;0
XOX           O       X  ;0
XOX           O        X ;0
XOX           O         X;0
XOXX           O         ;0
XOX X          O         ;0
XOX  X         O         ;0
XOX   X        O         ;0
XOX    X       O         ;0
XOX     X      O         ;0
XOX      X     O         ;0
XOX       X    O         ;0
XOX        X   O         ;0
XOX         X  O         ;0
XOX          X O         ;0
XOX           XO         ;0
XOX            OX        ;0
XOX            O X       ;0
XOX            O  X      ;0
XOX            O   X     ;0
XOX            O    X    ;0
XOX            O     X   ;0
XOX            O      X  ;0
XOX            O       X ;0
XOX            O        X;0
XOXX            O        ;0
XOX X           O        ;0
XOX  X          O        ;0
