O           X            ;0.1417278373800113
 O          X            ;0.1445511010728402
  O         X            ;0.1281761716544325
   O        X            ;0.1445511010728402
    O       X            ;0.14172783738001132
     O      X            ;0.1445511010728402
      O     X            ;0.11631846414455108
       O    X            ;0.10728402032749858
        O   X            ;0.11631846414455109
         O  X            ;0.1445511010728402
          O X            ;0.1281761716544325
           OX            ;0.10728402032749858
            XO           ;0.10728402032749858
            X O          ;0.12817617165443254
            X  O         ;0.14455110107284017
            X   O        ;0.11631846414455108
            X    O       ;0.10728402032749858
            X     O      ;0.11631846414455108
            X      O     ;0.1445511010728402
            X       O    ;0.14172783738001132
            X        O   ;0.1445511010728402
            X         O  ;0.12817617165443257
            X          O ;0.1445511010728402
            X           O;0.14172783738001132
X      O    X            ;0.03008658008658008
 X     O    X            ;-0.03852813852813854
  X    O    X            ;-0.04155844155844157
   X   O    X            ;-0.03852813852813854
    X  O    X            ;0.030086580086580075
     X O    X            ;-0.03852813852813854
      XO    X            ;0.14761904761904765
       OX   X            ;0.14761904761904765
       O X  X            ;-0.03852813852813854
       O  X X            ;0.045021645021645025
       O   XX            ;0.15757575757575765
       O    XX           ;0.15757575757575762
       O    X X          ;0.045021645021645025
       O    X  X         ;-0.03852813852813854
       O    X   X        ;0.13160173160173158
       O    X    X       ;0.054978354978354974
       O    X     X      ;0.1316017316017316
       O    X      X     ;-0.03852813852813855
       O    X       X    ;0.03008658008658008
       O    X        X   ;-0.04653679653679655
       O    X         X  ;0.045021645021645025
       O    X          X ;-0.04653679653679655
       O    X           X;0.030086580086580085
O      O   XX            ;0.44035087719298244
 O     O   XX            ;0.34987468671679195
  O    O   XX            ;0.438095238095238
   O   O   XX            ;0.4491228070175438
    O  O   XX            ;0.4403508771929825
     O O   XX            ;0.3498746867167919
      OO   XX            ;0.22205513784461148
       OO  XX            ;0.2395989974937343
       O O XX            ;0.35864661654135327
       O  OXX            ;0.2952380952380953
       O   XXO           ;0.09999999999999996
       O   XX O          ;0.4238095238095238
       O   XX  O         ;0.44912280701754376
       O   XX   O        ;0.39197994987468665
       O   XX    O       ;0.3952380952380951
       O   XX     O      ;0.40952380952380957
       O   XX      O     ;0.35864661654135327
       O   XX       O    ;0.44035087719298244
       O   XX        O   ;0.4348370927318295
       O   XX         O  ;0.4238095238095238
